Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,ORIG_FID,ROUTENAME,GISID,ROUTECLASS,UNITNBR,UNITNAME,ROUTECAT,ROUTETYPE,SEGLNGTH,SHARE,Shape_Leng,ROADCLASS,NAME,Use,Road_Trail,ApprovedNa,Note,Status,gridcode,SBS,ENHANCED_L
1,853,1,66,141,Blooms Creek Campground Rd,GIS0102686,State Park Road,"406",Big Basin Redwoods SP,Campgrnd Rd,Asphalt,395,,151.21864752200,3,,,,,,,2,Low,Redwood/Douglas fir
1,854,1,67,141,Blooms Creek Campground Rd,GIS0102686,State Park Road,"406",Big Basin Redwoods SP,Campgrnd Rd,Asphalt,395,,151.21864752200,3,,,,,,,2,Low,Redwood/Douglas fir
1,855,1,68,141,Blooms Creek Campground Rd,GIS0102686,State Park Road,"406",Big Basin Redwoods SP,Campgrnd Rd,Asphalt,395,,151.21864752200,3,,,,,,,2,Low,Redwood/Douglas fir
1,867,1,69,145,Little Basin Campground Rd,GIS0102793,State Park Road,"406",Big Basin Redwoods SP,Campgrnd Rd,Asphalt,74,,28.27004799180,3,,,,,,,2,Low,Herbaceous
1,868,1,70,145,Little Basin Campground Rd,GIS0102793,State Park Road,"406",Big Basin Redwoods SP,Campgrnd Rd,Asphalt,74,,28.27004799180,3,,,,,,,2,Low,Herbaceous
0,876,1,71,148,Skyline to the Sea/Toll Road Interconnector Trl,GIS0078432,State Park Road,"404",Castle Rock SP,Service Rd,Native Material,2385,Public,913.28766198100,3,,,,,,,0,,Redwood/Douglas fir
0,877,1,72,148,Skyline to the Sea/Toll Road Interconnector Trl,GIS0078432,State Park Road,"404",Castle Rock SP,Service Rd,Native Material,2385,Public,913.28766198100,3,,,,,,,0,,Redwood/Douglas fir
0,878,1,73,148,Skyline to the Sea/Toll Road Interconnector Trl,GIS0078432,State Park Road,"404",Castle Rock SP,Service Rd,Native Material,2385,Public,913.28766198100,3,,,,,,,0,,Evergreen Hardwood
0,879,1,74,148,Skyline to the Sea/Toll Road Interconnector Trl,GIS0078432,State Park Road,"404",Castle Rock SP,Service Rd,Native Material,2385,Public,913.28766198100,3,,,,,,,0,,Redwood/Douglas fir
0,880,1,75,148,Skyline to the Sea/Toll Road Interconnector Trl,GIS0078432,State Park Road,"404",Castle Rock SP,Service Rd,Native Material,2385,Public,913.28766198100,3,,,,,,,0,,Herbaceous
0,899,1,76,153,Coast Dairies coastal terrace prairie rd,GIS0101635,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,9532,Public,302.81716951200,3,,,,,,,0,,Herbaceous
0,900,1,77,153,Coast Dairies coastal terrace prairie rd,GIS0101635,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,9532,Public,302.81716951200,3,,,,,,,0,,Herbaceous
0,901,1,78,153,Coast Dairies coastal terrace prairie rd,GIS0101635,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,9532,Public,302.81716951200,3,,,,,,,0,,Herbaceous
0,902,1,79,153,Coast Dairies coastal terrace prairie rd,GIS0101635,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,9532,Public,302.81716951200,3,,,,,,,0,,Herbaceous
0,903,1,80,153,Coast Dairies coastal terrace prairie rd,GIS0101635,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,9532,Public,302.81716951200,3,,,,,,,0,,Herbaceous
0,908,0,81,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,909,0,82,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,910,0,83,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,911,0,84,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,912,0,85,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,913,0,86,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,914,0,87,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,915,0,88,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,916,0,89,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,917,0,90,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,918,0,91,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,919,0,92,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,920,0,93,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,921,0,94,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,922,0,95,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,923,0,96,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,924,0,97,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,925,0,98,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,926,0,99,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,927,0,100,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,928,0,101,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,929,0,102,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,930,0,103,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,931,0,104,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,932,0,105,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,933,0,106,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,934,0,107,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,935,0,108,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,936,0,109,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,937,0,110,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,938,0,111,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,939,0,112,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,940,0,113,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,941,0,114,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,942,0,115,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,943,0,116,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,944,0,117,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,945,0,118,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,946,0,119,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,947,0,120,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,948,0,121,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,949,0,122,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,950,0,123,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,951,0,124,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,952,0,125,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,953,0,126,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,954,0,127,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,955,0,128,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,956,0,129,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,957,0,130,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,958,0,131,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,959,0,132,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,960,0,133,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,961,0,134,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
0,962,0,135,155,Bear Creek Trl,GIS0104362,State Park Trail,"405",Portola Redwoods SP,Class III,Native Material,0,Public,5332.71710599000,3,,,,,,,0,,
1,965,1,136,157,Gazos Creek Rd,GIS0102741,State Park Road,"406",Big Basin Redwoods SP,Day Use Rd,Asphalt,198,,75.94257883830,3,,,,,,,1,Unburned/Very Low,Redwood/Douglas fir
1,966,1,137,157,Gazos Creek Rd,GIS0102741,State Park Road,"406",Big Basin Redwoods SP,Day Use Rd,Asphalt,198,,75.94257883830,3,,,,,,,2,Low,Redwood/Douglas fir
0,974,1,138,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,975,1,139,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Evergreen Hardwood
0,976,1,140,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,977,1,141,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,978,1,142,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,979,1,143,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,980,1,144,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,981,1,145,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,982,1,146,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,983,1,147,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,984,1,148,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Herbaceous
0,985,1,149,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Shrub
0,986,1,150,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Non-native Herbaceous
0,987,1,151,160,Wilder Ridge Loop,GIS0101774,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,3840,Public,1466.68252318000,3,,,,,,,0,,Non-native Herbaceous
0,1106,0,152,175,unknown,GIS0105010,State Park Road,"273",San Gregorio SB,Primitive Rd,Native Material,1338,Public,513.07357112100,3,,,,,,,0,,
0,1107,0,153,175,unknown,GIS0105010,State Park Road,"273",San Gregorio SB,Primitive Rd,Native Material,1338,Public,513.07357112100,3,,,,,,,0,,
0,1108,0,154,175,unknown,GIS0105010,State Park Road,"273",San Gregorio SB,Primitive Rd,Native Material,1338,Public,513.07357112100,3,,,,,,,0,,
0,1109,0,155,175,unknown,GIS0105010,State Park Road,"273",San Gregorio SB,Primitive Rd,Native Material,1338,Public,513.07357112100,3,,,,,,,0,,
